Dialogue_ID	Utterance_ID	Utterance	label
870	2	okay, now uh, in terms of the invite list, i've got you, me, and chandler and i'm gonna invite gunther 'cause, well, we've been talking about this pretty loud.	o
727	3	blue blazer back. he-he wants it back.	ans
465	1	clear the tracks for the boobie payback express. next stop: rachel green.	ans
163	6	chandler	oth
5	1	ameri-ccan.	oth
141	3	the work is starting to pile up.	s
598	3	all right, sorry.	ap
474	7	yeah, we wanted to throw you a big surprise and a great shower, and now you don't have either.	s
769	0	i don't want to be single, okay? i just... i just i just wanna be married again!	o
474	2	for what?	q
1026	8	that's not possible!	dag
496	2	i don't know, i'm sorry, i always slept in the back when we drove up here.	ap
379	8	y'know?	q
640	4	you mean those-those little colored labels you put on all the folders?	q
285	10	i'm sorry honey, what were you saying?	q
355	1	where's chandler?	q
444	4	i wasn't by myself. i had a doctor, a nurse, and a helper guy.  so, did you see who won the game?	q
34	3	yep! that's hilarious!	o
492	1	are you're hands still wet?	q
629	10	oh, hi, ju——hi, jew!	g
63	7	so—if you wear that you'll make mine less special.	ans
678	14	well, so, now, do you guys have a lot of big plans?	q
278	3	y'know, i was worried, that, you know, they would maybe an unbearable living situation.	o
530	7	yeah, this is frank buffay and you are standing right there next to him.	s
154	2	all right that's, that's it!! get off her!	c
679	6	hey guys!	g
888	8	huh?	b
659	1	well, um, for the past few years i've been working.....which is funny because, that wasn't even my major.	ans
557	2	listen, to be honest, home deliveries are really a part of my job description.	s
165	7	oh-no-no-no, you are!	s
533	4	got it!	oth
176	5	got me.	oth
689	4	good runnin' into you at the bank today, so ah, here's my number, 555-9323. give me a call. later.	oth
1019	4	oh-kay, we'll have a table for you in about 45 minutes.	a
592	5	hold on.	c
383	8	okay rach-rach-rach look at me, look at me, everything's gonna be fine, trust me.	oth
782	8	but, now that you're not, i'd really like to ask you out sometime.	s
949	7	i know we're not, but  frank medeio and...  eva trorro... womba...	s
624	0	oh my god!! i didn't really believe it until you just said it!!	oth
287	9	look, you have not been out with a woman since janice.	s
905	16	c'mon, chandler, i love your mom. i think she's a blast.	o
757	4	i am	s
87	6	hey, how'd it go?	q
592	13	damnit phoebe!!	oth
442	0	oh, it's perfect!	o
177	7	i know we broke up because you thought i wasn't mature enough, but i've really grown up and think we should get back together.	o
185	9	i can't believe he did this.	s
603	8	oh.	b
620	0	and tim i just wanna say, good luck here.	s
573	7	say we are unagi!	s
799	2	doctor, can i see you for just a minute please? my brother has a slight phobia about needles.	s
545	2	why would we do that?	q
665	18	i know! why don't you get drunk! that worked for a lot of girls in my high school.	ag
260	6	aww pheebs, that sucks!	o
900	2	so that's dumb what i said, don't tell him i said that.	s
245	7	i just like him so much that i just feel like i've had 10 drinks today and i've only had six.	s
868	3	ms. monroe…  oh there you go.	s
145	15	will you grow up? i'm not talking about sexy stuff, but, like, when i'm cooking naked.	ans
82	10	so what! as long as he's not wearing a white dress and a veil i don't care.	dag
801	8	let go of my hand!	c
956	11	i think this can go somewhere.	s
145	11	this morning, i caught him looking into our apartment.	s
526	16	it's laminated!	s
1025	12	so why don't you just let me worry about making the trifle and you just worry about eating it, alright?	q
912	4	it's like a volcano in here!	s
953	21	maybe it wasn't bob, maybe it was a mouse.	o
298	5	gimme the this!	c
144	1	i don't know. you uh, you got something for me?	q
145	4	oh, uh..	b
499	1	definitely!	ag
528	5	yeah. oh i just wish we could not be married for a little bit! y'know i just wish we could be like on a break!	ans
712	0	yeah-yeah, and if i get it by day i'll  dr. drake remoray, but by night i'll be  joey trrrribbiani!	s
696	4	she just called and said that she was gonna be working late!	ans
438	8	we're still on this side of the door.	s
218	9	hey, when i'm in a play and you're in the audience, i don't talk to you, right?	s
197	0	oh-oh-oh, yeah!  that's right, you take good care of those babies!	o
389	6	so great. oh, we took a nap today and my mom fell asleep on my tummy and purred.	ans
524	16	hey! hey!!	oth
252	15	we, we come back from our walk and the the phone was ringing...	s
961	13	all right, let's go pheebs.	s
272	2	y'know what? i'm not talking to you! you go back to sleep!  and you, are you a rapist?!	q
673	12	i think just the	ans
553	2	why do they keep doing that?	q
198	3	you're welcome.	s
510	3	you mean they're lovers.	q
976	3	what's up?	q
737	6	where is that book that you are reading with the two women who were ice-skating and wearing, wearing those hats with the flowers on it?	q
156	11	hey rach.	g
796	14	no no no!	dag
770	7	nothing! it's over! dammit! this is regularly scheduled programming!	s
858	9	it's when the heat goes away, that's when you're in trouble.	s
40	9	uh sorry, wrong number.	ap
503	8	okay! come on! let's go! all right!	c
586	0	rachel?	q
747	18	i mean come on, you remember what's it's like to be 19 and in love.	s
50	2	okay!	ag
221	5	they-they-they can smell fear.	s
112	4	the big deal is i don't want naked, greasy strangers in my apartment when i want to kick back with a puzzle—beer! cold beer.	ans
759	8	who's party is it?	q
526	0	hi! hi, i'm ross, you don't know me, but i'm a big, big fan of yours. i mean	s
602	4	wow. my brother never even told me when he lost his virginity.	s
1021	5	you bug me.	ans
730	5	yeah, uh, uh, ok, there's this great rare bookstore on madison    avenue.	s
295	6	that's right!	s
413	4	nope. op, wait! there he goes.	ans
189	0	i'm telling you, something's wrong! my brother does not stay out all night.	o
180	5	oh not bad. do you know that feeling when you're trying to blow a saint bernard out your ass?	ans
797	1	hey.	g
130	1	uhh, well i've got an audition down the street and i spilled sauce all over the front of my shirt.  you got an extra one?	q
17	5	it's a diaper commercial.	s
132	3	rach, are you okay?	q
536	1	look, you and i went to different high schools...	ans
893	4	joe	oth
110	0	all right, i definitely taste nutmeg.	s
749	4	pick a number! that is your	c
379	7	fair, shmair	o
526	13	but, okay.	oth
1036	8	uh, hang out?! how long?	q
100	2	you can take it off.	o
1036	4	you're kidding right?	q
110	3	that and arrogance.	oth
383	4	joey. joey, something feels weird and not good weird. i don't—whoa!!	s
630	2	does that smell bother you?	q
55	2	i'd love to ask you in, but uh, my sister's visiting and i think she's asleep on the couch.	o
1016	5	717?  where's 717?  hey, you've have more of these for susan right?	q
95	0	monica? you gonna be very proud of me. i just got us dates with two unbelievably cute nurses.	s
1007	4	hey! how'd the interview go?	q
888	2	i don't care! i am not quitting! i insist on finishing this game!	o
203	1	what?! it is?!	q
424	5	y'know the one from poughkeepsie, even though she's a two hour train ride away, is really pretty, really smart, and-and a lot of fun.	s
873	4	$200? are you sure pheebs? i mean, after what	q
498	0	i know.	a
626	12	like you wouldn't believe.  wow! this is a great place.	ans
185	11	what did you just say?	q
797	13	who's gonna take me to the	q
64	11	does calling it not mean anything anymore?!	q
80	0	hey joey, is this the bed where olivia lost her virginity?	q
166	0	hey, anybody got a length of rope about six feet long with a little nouse at the end?	q
99	14	nice to meet you too.	g
726	1	it's okay. come, come on in.	s
508	21	y'know what? we need to move on.	q
951	0	no you didn't. you said you would, but you never did!	s
139	2	i don't know! i didn't come with her!	ans
226	12	i'm sorry?	ap
874	7	do i rach?	q
273	15	oh perfect, we were just gonna see if you wanted to go.	s
312	21	wanna play strip poker for practice?	q
596	14	i'm pretty sure it's gun.	o
623	2	i called the company that sent and th-they don't care!	s
123	0	i believe i read that somewhere!	s
796	15	look, carol, can i call you carol?	q
938	6	hello, jennifer?	g
174	1	thank you!	g
293	4	thanks, but i kinda have a problem to deal with here.	s
518	4	i talk to you and it's nothin'.	s
737	0	monica!	oth
848	4	oh my god ross, no, hang up the phone, give me the phone ross, give me the phone, give me the phone, give me the.	s
130	10	i'm not asking you to go on a	s
695	1	no! don't say that! don't say that!	c
820	6	what was it for?	q
95	4	anyway, they want to take us out saturday night! what do you say?	q
936	14	no!	ans
473	2	i know, that's why i said again!	s
992	10	we're sorry, pheebs, we're sorry.	ap
612	0	hey!	g
644	4	so after awhile he-he goes over to her and uh, after a minute or two, i see them kissing.	s
337	17	well, i'm sure they're still somewhere here in the hotel. i'll-i'll help you look for them.	o
651	3	well,sounds like you two have issues.	s
249	3	but you gotta have turkey on thanksgiving!	s
96	4	thank you.	g
181	4	i don't think so. hello?  when you get in there	ans
857	6	actually, do you guys mind staying here for a while?	q
47	8	all right, gimme the baby.	s
111	17	young! you're a man-child okay?! now go get changed because everybody's ready and please, oh please, keep my underwear!	ans
593	8	or am i just nuts?	q
770	17	i said,  geez, relax monnnnn.	ans
666	6	mm, yum!	b
763	5	stop it chandler.  i'm sorry too.	ap
195	4	thank you.	g
665	14	so, umm, we're kinda using all the money we have to do it just this one time.	s
26	0	oh god, this is so nerve wracking! how-how do you do this?	q
160	2	hello.	g
678	7	whoa!	g
772	7	you're not dying hope, you're gonna live a long, healthy life. with me.	o
192	3	but i don't care,  because you got the apartment.	s
602	3	you know what else? he's unbelievable in bed.	s
452	0	oh yeah-yeah, the lobster.	ag
410	14	look, i-i've been in love with you since, like, the ninth grade.	s
34	0	okay umm, ross?	oth
2	11	is it the italian guy?	q
533	3	yeah, well betty is kinda sad. which is why i believe i can lure her away with these chocolates.  now, while i distract her	ag
809	10	oh yes!	ans
844	8	i'm ross!	s
563	5	yes.  you're not asking are you?	q
537	4	well, i was hoping after tonight that maybe i could you know	s
785	0	i'm not your brother.	dag
840	4	um, um, rachel can we talk for a sec?	q
804	0	oh! hey, mr. treeger.	g
787	3	pizza, heh, its not like i never had that before...ba dum bum cheshhh.	ans
111	14	so you're playing a little	s
81	16	looks like i was second to last.	s
858	13	noooo!!	dag
120	7	all right, gentlemen, you're up first.	s
241	8	i didn't even think about that!  aaargh	o
553	13	like this.	s
223	0	now maybe you just like wanna but the whole duck in there! who cares, y'know? now i got the legs	oth
893	1	no, but horny for monica minister called, wanting to know if we were still together.	ans
905	11	chandler, i gotta tell you, i love your mom's books!	a
122	0	and y'know what, i just realised, in the last year i've only gone out with two guys, richard and julio.	s
576	7	yes! whew!	ag
819	0	no-no-no-no.  hey!	g
145	1	that's	oth
749	5	8. 8!	ans
139	5	come on! tests make us all better learners! oh yeah!  we should have essay questions!!	o
601	4	oh, george, baby, drop the towel!	oth
334	12	no, i really did forget my purse.	s
475	8	why not?	q
628	1	hey, somebody left their keys.	s
334	9	yeah. yes! yeah.	ag
544	2	no, they're-they're all true.	ans
584	6	ma, you're asking me to marry you?	q
527	0	get out of here you lurker!  go on! get!	oth
199	6	hey!	g
33	10	we're just really…very excited about this charity event that we have to go to.	ans
810	6	hi!	g
310	4	bloomingdale's	oth
992	7	basically we just feel that he's...	s
232	2	when we're 40, if neither one of us are married, what do you say you and i get together and have one?	q
560	0	honey! dinner's ready!	s
657	6	oh may 15	ans
148	19	well, let me ask you something, was kip a better roommate than me?	q
611	13	to the left, to the left aww!	s
201	6	ross, i think you misunderstood what i was saying. i just wanted to tell you that i'm going to florida for a couple weeks.	o
562	9	well, hello, mrs. ross!	g
235	4	what? we could do it!	q
192	6	isn't that great?	q
445	16	and i wanna know why?!!	q
930	6	oh, well we watch it a second time and its	o
562	3	dum! dum-dum-dum! dum! dum! dum! dum-dum-dum!	oth
905	13	i cannot get on a plane without one!	s
536	8	back then, i thought that i would never, ever get the chance to go out with a chip matthews, and now he's-he's called me up and asked me out.	o
949	8	kate miller?	q
660	6	that was a pretty tough year.	s
718	3	you still work at the multiplex?	q
153	12	i could play the oboe!	o
758	2	she broke my arm.	ans
71	1	yeah?	ans
571	2	i'm telling you he's dead. what we are about to have here is a dead fat guy on a stick.	s
400	0	yes, good! ok...	ag
747	3	whoa!	b
296	4	ross.	g
531	7	so, if we could just get back to the lecture.	s
755	3	you're a big scrud.	o
792	3	oh, you know, the writing was good, and the director is good,    and... and my co-star's good	o
2	5	yeah, apparently they're turning it into some kinda coffee place.	s
638	5	well, it's time for a new family to start their memories here and hopefully their check will clear before they find the crack in the foundation and the asbestos in the ceiling.	s
